4935577	1	You should go hang out with your friends.
4935578	1	I saw several people hanging out in the park.
4935635	1	I liked this striped shirt.
4935937	1	Barbie has blond hair and blue eyes.
4935938	1	Tom is a social drinker.
4935939	1	Mary is a social drinker.
4936238	1	Is it OK if I open the curtain?
4936242	1	The bus had already left by the time my wife was finished dressing.
4936622	1	Would you please tell me your name again?
4937185	1	Nothing phases you.
4937818	1	What happened was a misunderstanding.
4937820	1	That kind of thing happens every day.
4937824	1	That''s been happening every morning.
4937834	1	The same thing happened on Monday.
4937835	1	Something similar happened to Tom.
4937838	1	Remember what happened last year.
4937847	1	Tom''s aware of what''s happening.
4937859	1	You never know what''ll happen.
4937865	1	Something incredible happened.
4937868	1	An awful thing happened today.
4937875	1	This must never happen again.
4937899	1	What happened to the money?
4937901	1	We know what happened next.
4937908	1	It won''t happen right away.
4937909	1	I''ve seen it happen before.
4937914	1	Tom is sure it''ll happen.
4937915	1	That may be what happened.
4937917	1	Now we know what happened.
4937918	1	It''s never happened to me.
4937919	1	It may never happen again.
4937925	1	What happened last week?
4937933	1	It''ll happen soon.
4938160	1	Apparently you''re right.
4938419	1	May I go buy some ice cream?
4938420	1	Can I go buy some ice cream?
4938477	1	I didn''t have to pay.
4938478	1	I didn''t have to do anything.
4938542	1	That''s not what I wanted to show you.
4938543	1	That''s not what I wanted to tell you.
4938588	1	I think I have a broken rib.
4938639	1	Tom said you wouldn''t go.
4938972	1	I could do with some water.
4938979	1	I could really do with a grilled chicken right now.
4939116	1	Tom often thought about Mary.
4939117	1	Maria named her dog Rex.
4939201	1	Where are you, Charles?
4939845	1	I want to gain time.
4939878	1	Well, nobody is perfect!
4939893	1	I was just kidding when I said that.
4939894	1	I meant that as a joke.
4940061	1	Is this cage meant to protect against sharks?
4940139	1	Please don''t shout.
4940817	1	Harnessing the power of the tides could be very helpful to coastal communities.
4940906	1	I prefer to walk rather than stay here waiting for the bus.
4940910	1	You don''t know what Esperanto is?
4940997	1	One can never forget how to ride a bicycle.
4941109	1	Crimea is Ukraine!
4941180	1	He has gotten fat.
4941341	1	Today is Friday. The weekend starts already tomorrow!
4942073	1	Do you know the movie Avatar?
4942316	1	They have no children, to the best of my knowledge.
4942386	1	Why are you still up? You should get to bed.
4942545	1	Now I am happy!
4943309	1	Please do whatever you find necessary.
4943315	1	Put on your hiking shoes and don''t waste time.
4943320	1	The refugees suffered physically and emotionally.
4943323	1	She has a little black dog.
4943325	1	He was lucky enough to catch the train.
4943326	1	He was fortunate enough to catch the train.
4943327	1	I hate people who talk like that.
4943334	1	After winter comes spring.
4943336	1	The wet clothes stick to my skin.
4943337	1	How can we get past this crisis?
4943338	1	I won''t do it myself. You need to help me.
4943340	1	I can''t distinguish between them.
4943341	1	I can''t tell them apart.
4943344	1	The mouse was running around under the bed.
4943347	1	He lives in New York.
4943374	1	The whole country is talking about it.
4943484	1	There''s no magic bullet.
4943518	1	Mary is a stay-at-home mom.
4943539	1	She was the love of his life.
4943546	1	Tom was diagnosed with ADHD.
4943561	1	He was the love of her life.
4943562	1	She often said that he was the love of her life.
4943564	1	He is the love of my life.
4943565	1	She is the love of my life.
4943602	1	Could you lower the volume of the television?
4943630	1	I''m rarely invited to parties.
4943631	1	Do you have a big family?
4943642	1	Tom won the Oscar for Best Supporting Actor.
4944014	1	Can you hear the cat? She''s wanting in.
4944031	1	He always repeats the same error.
4944034	1	He always repeats the same mistake.
4944292	1	Tom is naked from the waist up.
4944512	1	He not only speaks English, he speaks French as well.
4944796	1	Do you have a large family?
4945431	1	Tom has high moral standards.
4945447	1	The other girls teased her about her clothes.
4945616	1	Life and death are two sides of the same coin.
4945636	1	You have a lot to learn about women.
4945637	1	You have a lot to learn about men.
4945638	1	You still have a lot to learn about women.
4945643	1	Let''s discuss this over lunch.
4945644	1	The ship disappeared without a trace.
4945645	1	Let''s discuss our options.
4945646	1	We need to discuss this with Tom.
4945647	1	Let''s not discuss this now.
4945648	1	We should discuss this in private.
4945649	1	I don''t want to discuss this now.
4945652	1	He did not find it funny.
4945653	1	She did not find it funny.
4945656	1	I wanted to sell it anyway.
4945657	1	I wanted to buy a new one anyway.
4945658	1	I wanted to replace it anyway.
4945660	1	The house was very dusty.
4945661	1	She looked lovely.
4945663	1	My heart was filled with joy.
4945664	1	Mary looked like Belle from the Beauty and the Beast.
4945666	1	She lounged by the pool.
4945669	1	This painting is a forgery.
4945670	1	Where did you find that dress?
4945713	1	Tom and Mary built a snow fort in the backyard.
4945788	1	He was talking to a girl.
4945791	1	I saw Tom yesterday in a restaurant. He was talking to a girl.
4945799	1	Tom said that he didn''t want to be disturbed.
4945806	1	Tom was found dead in his study.
4945808	1	Who would do such a terrible thing?
4945859	1	Tom was successful in finding a new job in Boston.
4945862	1	Tom succeeded in finding a new job in Boston.
4945866	1	If I fail to find a new job in Boston within 6 months, I will return to Chicago.
4946243	1	I dropped them off at the airport.
4946774	1	I knew that she had drawn well in her childhood.
4946791	1	John said that he had met this man at the conference.
4947002	1	He is not the person these people think he is.
4947705	1	I have orchids of different shapes and colors.
4947706	1	The first gasoline powered automobile was invented in 1886 by Karl Benz.
4947711	1	The Locomotive Act of 1865 required cars driving on public roads to be preceded by a man on foot waving a red flag and blowing a horn.
4947718	1	Amédée Bollée built one of the first steam-powered automobiles in 1873.
4947721	1	The diesel engine was invented by Rudolf Diesel.
4947728	1	Tom is a bellfounder.
4947729	1	Tom is a bell maker.
4947749	1	Many early cars used a tiller instead of a steering wheel.
4947784	1	Oslo wants to make its center car-free within four years.
4947876	1	We knew Tom wouldn''t be late.
4947879	1	Tom is very unlikely to be late.
4947882	1	When was the last time Tom was late?
4947888	1	I dropped Tom off at the airport.
4947889	1	Tom said he didn''t find it funny.
4948382	1	She poured the molten lead into a funnel.
4948416	1	Don''t smoke so much.
4948417	1	Don''t smoke so heavily.
4948472	1	I''ll find the money somehow.
4948483	1	I''m sorry. I shouldn''t have said that.
4948487	1	It was Mary''s greatest wish to look just like her Barbie doll. The evil genie interpreted this wish too literally.
4948525	1	She devoted all her spare time to fishing.
4948545	1	The very day I got married, my mom died.
4948546	1	I''ll call you when I arrive in Boston.
4948547	1	I''ll call you when I get to Boston.
4949128	1	You have no idea what you''re talking about.
4949388	1	My mother died on the same day I got married.
4949937	1	Tom looked sick.
4949941	1	The meeting lasted one hour.
4949942	1	I know you hate it.
4949944	1	No wonder Tom hates us.
4949946	1	People need to stop hating.
4949949	1	Tom hates his tiny bedroom.
4949950	1	Tom hates being left alone.
4949953	1	I''ve heard that many times.
4949954	1	That''s really nice to hear.
4950009	1	Cleopatra was very smart. She spoke at least nine languages.
4950438	1	I wonder what Tom would think about this.
4950439	1	I wonder what Tom thinks about this.
4950723	1	We help each other.
4950728	1	Is Tom helping Mary?
4950730	1	Will I get any help?
4950733	1	Tom tried to help us.
4950734	1	No one was helping us.
4950740	1	I think Tom needs help.
4950743	1	Please help if you can.
4950746	1	Tom needs to be helped.
4950748	1	Tom says he needs help.
4950755	1	They say they need help.
4950760	1	We''re ready to help you.
4950763	1	Tom really helped me out.
4950765	1	Thanks for helping me out.
4950766	1	Thanks for your help, Tom.
4950769	1	Help is already on the way.
4950773	1	You''ve been really helpful.
4950776	1	Tom is always ready to help.
4950779	1	Laughter helps ease the pain.
4950784	1	Anything you remember might help.
4950786	1	If you did that for me, it would help a lot.
4950880	1	I''m supposed to be here all afternoon.
4951200	1	Why are you doing this to yourself?
4951203	1	What exactly are you trying to prove?
4951710	1	Tom is learning programming.
4951713	1	Tom can type very fast.
4951716	1	Tom''s new assistant can type very fast.
4951947	1	Tom and I are very close friends.
4952190	1	Nothing is wrong with you. It''s not your fault.
4952257	1	"""Where did you have lunch?"" ""At a restaurant."""
4952258	1	Please don''t torment me any longer.
4952260	1	Does this mean that you love me?
4952262	1	I don''t want to be cruel.
4952263	1	Does this mean that you don''t love me anymore?
4953361	1	We''re hoping that''s not true.
4953363	1	I''m secretly hoping for that.
4953366	1	That''s what I''m hoping for.
4953369	1	I hope no one was injured.
4953373	1	I really hope I''m wrong.
4953374	1	I hope to see you there.
4953375	1	I hope this is accurate.
4953376	1	I hope that you like it.
4953378	1	I hope this isn''t true.
4953380	1	Let''s never lose hope.
4953381	1	I hope Tom does that.
4953382	1	Hopefully, we''ll win.
4953383	1	We hope you like it.
4953385	1	I hope Tom loses.
4953743	1	"""Okay, now I''ve been completely honest with you."" ""Honest, my ass! I don''t believe a single word you say."""
4953812	1	Sorry, I don''t follow.
4953814	1	Please forgive me for butchering the pronunciation.
4953881	1	I wanted to talk some more, but she hung up.
4953886	1	We''ll never go back there again.
4953910	1	What''s life like for the people of Gaza?
4953914	1	What''s life like for Palestinians in Gaza?
4953920	1	Tell us what you think!
4953926	1	Tom was pacing in his room, unable to calm himself down.
4954451	1	Mary is a textile artist.
4954541	1	1.3 billion people around the world lack access to electricity.
4954568	1	Amazon wants to use drones to deliver packages.
4954617	1	Mom, I dropped my toy. Can you get it for me?
4954627	1	Each season has its own beauty.
4954672	1	Tom is a landscape designer.
4954738	1	The biologists used a hydrophone to record whale calls.
4954739	1	We need to save up.
4954795	1	The majority of the peasants living in this godforsaken village cannot read nor write.
4954799	1	When you cause problems with the wrong people, those problems will come pay you back, or come back to haunt you.
4954800	1	Mary and I aren''t enemies, but we''re not friends, either.
4954806	1	I can''t take it anymore!
4954810	1	When are you going to pay me back the money I lent you?
4954816	1	He was dazzled by her good looks.
4954818	1	Tom was dazzled by Mary''s good looks.
4954820	1	My first job was at a travel agency, and I didn''t like it much.
4954827	1	Her smile made her look even more beautiful.
4954842	1	Put a smile on your face, and you''ll certainly get lots of smiles back.
4954845	1	The tourist unfolded his map.
4954854	1	The Lone Ranger got on his horse and rode off into the sunset.
4954857	1	We''re not friends. We''re acquaintances.
4954859	1	Tom didn''t try to deny Mary''s accusation.
4954864	1	When Sarah decided to move to India and start a new life, she gave away all of her belongings.
4954866	1	We''re not friends, we''re partners.
4954869	1	We''re not friends, we''re just coworkers.
4954871	1	When talking with the police, you shouldn''t make up stories or lie.
4954876	1	I kept all his clothes from when he was a baby. Do you want them?
4955245	1	Tom and I aren''t friends. We''re just coworkers.
4955269	1	Is it true that Tom killed himself?
4955271	1	Is it true that Tom committed suicide?
4955289	1	The other girls in Mary''s class teased her about her clothes.
4955291	1	Tom seems to be an honest person.
4955314	1	Your name''s further down the list.
4955344	1	I find it difficult to understand French when it''s spoken quickly.
4955373	1	Tom is working as a waiter, but he''s looking for a better job.
4955376	1	We hardly ever see you around here anymore.
4955386	1	I don''t care if our team wins or not.
4955495	1	Sitting all day isn''t good for you.
4955510	1	Things might''ve turned out better if you hadn''t gone there.
4955685	1	When do I need to return the book?
4955686	1	When does the book need to be returned?
4956233	1	"""Hey, Zelda! What''s up? ""Nothing, Link."" ""You sure? I think you wanna kiss, huh?"" ""I think not."""
4956353	1	Rent control limits the rent that a landlord can charge for an apartment.
4956664	1	That''s just a nonsense word. It doesn''t mean anything.
4956670	1	Tom is learning JavaScript.
4956671	1	Tom bought a shawl for his mother.
4956683	1	The average rent for a Manhattan apartment is about $4,000 a month.
4956842	1	Be careful what you wish for. It just might come true.
4957015	1	I don''t want to be like that.
4957715	1	Don''t go for a walk naked!
4957806	1	I''m not saying this to hurt you, but it''s the truth.
4958202	1	The stirrup is a bone in the middle ear, between the anvil and the inner ear.
4958665	1	Cut the paper into two halves.
4958674	1	Pilots communicate with airport services by radio.
4958677	1	I saw the red light.
4958678	1	That''s what I''m hoping.
4958714	1	It seems that Tom and Miriam''s relationship is having trouble, but we really hope they work it out.
4959444	1	I don''t like rainy weather.
4959600	1	Don''t be late to school.
4959808	1	I really like you with a beard.
4960352	1	I don''t quite understand what you''re getting at.
4960495	1	Even the long neck of a giraffe contains only seven vertebrae.
4961240	1	Tom didn''t let me answer Mary''s question.
4962522	1	Tom is way off the mark.
4918001	2	Том растолстел.
4918106	2	Это предложение действительно в течение пяти дней.
4918120	2	Хочешь, пойдем вечером фильм посмотрим?
4918123	2	Я не могу посвятить тебя в свои планы.
4918600	2	У него нет ничего общего с ней.
4918641	2	Боязнь неудачи — один из самых распространенных страхов в мире.
4918684	2	Желаете бокал красного?
4918695	2	Я поделился рецептом безглютенового хлеба.
4918718	2	Он скрыл свои чувства.
4918723	2	Он любит свежую морковь.
4918793	2	Я рад, что Тома нет.
4919098	2	Мы продолжим делать это до тех пор, пока нам скажут, что мы не можем.
4919866	2	Здесь студенты бесплатно получают свои учебники.
4919890	2	На Земле скоро появятся динозавры.
4920048	2	Я вижу луну и звёзды.
4920484	2	Том боится выходить на улицу.
4920507	2	Все готовы идти.
4920610	2	Я собираюсь встретиться с Томом.
4920665	2	У Тома на лице есть шрам.
4920685	2	Никто тебя спасать не будет.
4920700	2	Всё происходит слишком быстро.
4920741	2	Во многих странах строжайшая мера наказания — смертная казнь.
4920779	2	Интересно, что происходит.
4920846	2	Скажите нам, что вы думаете.
4920925	2	Нет, я сегодня в школу не пойду.
4920996	2	Я не помню комбинацию.
4921024	2	Я думаю, Том завтра туда пойдёт.
4921238	2	Школа - это не для меня.
4921245	2	У тебя идеальное зрение.
4921251	2	Ты меня ещё немножко любишь?
4921253	2	Том любит свежую морковь.
4921257	2	После обеда я часто хожу на короткую прогулку.
4921260	2	Я сделаю это, только если ты мне поможешь.
4921304	2	Том серьезно собирается сам ехать в Бостон?
4921307	2	Понадобится время, чтобы это сделать.
4921314	2	Нам будет тяжело это сделать.
4921323	2	Мне потребуется время, чтобы это сделать.
4921415	2	Я тогда ещё жил с родителями.
4921429	2	"Кто твой любимый женский персонаж в ""Войне и мире""?"
4921500	2	Мы будем готовы до твоего приезда.
4921508	2	У Тома трое взрослых детей.
4921510	2	Растениям для роста необходим солнечный свет.
4921514	2	Выращивать редис не сложно.
4921516	2	Я хочу, чтобы все вышли.
4921523	2	Том отрастил длинную бороду.
4921528	2	Тому нужно повзрослеть.
4921530	2	Здесь выросли мои дети.
4921534	2	У неё большой дом и две машины.
4921537	2	Том поехал в Бостон с другом.
4921546	2	По-твоему, пойдёт снег?
4921581	2	2016 год был объявлен Генеральной Ассамблеей Организации Объединённых Наций Международным годом зернобобовых.
4921630	2	Я не стану называть имён.
4921647	2	Я буду скучать по Бостону.
4921649	2	Список становится только длиннее.
4921652	2	2016 год назван Международным годом зернобобовых.
4921655	2	2015 был Международным годом почв и Международным годом света и световых технологий.
4921915	2	Не следует так разговаривать с родителями.
4922304	2	Поезд простоит на этой станции около двух минут.
4922306	2	Есть такие, кто завтра прийти не сможет?
4922320	2	Пожалуйста, уберите в сумку все не относящиеся к занятию вещи.
4922322	2	Выкинь эти дурацкие мысли из головы.
4922486	2	Если вы не понимаете, поднимите руку, пожалуйста.
4922581	2	Мы созданы из вещества того же, что наши сны. И сном окружена вся наша маленькая жизнь.
4922655	2	Джейн Гудолл обнаружила, что шимпанзе являются не травоядными, а всеядными животными.
4922795	2	Вы родились в двадцатом веке или в двадцать первом?
4922833	2	У Тома был кризис веры.
4923078	2	Рыцарь пал в бою.
4923340	2	Больницы вселяют в неё ужас.
4923436	2	Мы можем открыть окна.
4923911	2	Надеюсь, что Том не ищет нас.
4924543	2	В этот миг кто-то открыл дверь моей камеры.
4924544	2	Снаружи холодно, поэтому он зашёл в комнату.
4924550	2	Я сойду с поезда на следующей станции.
4924675	2	Кто, по-твоему, величайший теннисист в истории?
4924676	2	Кто, по-твоему, величайший в истории тенниса?
4924858	2	Многое поставлено на кон.
4925072	2	Осталось всего ничего.
4925206	2	Том не победит.
4925613	2	Даже лучшие теннисисты порой срывают удары.
4925616	2	Это факт или мнение?
4925620	2	Я чётко показал, что спор ты проиграл.
4925634	2	Коккинакис спал с твоей девушкой. Извини, что говорю тебе об этом, приятель.
4926426	2	Скажи ей, что я по ней скучаю.
4926869	2	Нам уйти или остаться?
4927268	2	Она лучше меня играет в волейбол.
4927270	2	Он знает меня лучше, чем я сам себя знаю.
4927324	2	Медведь больше меня.
4927337	2	У неё было меньше свободного времени, чем у меня.
4927778	2	Я знаю, на что она способна.
4927824	2	Том станет выпускником в октябре.
4927875	2	Я приму это, как само собой разумеющееся.
4928049	2	Я лег спать в 9 вечера, но уснул в 10 вечера.
4928578	2	Он был молод и глуп.
4928583	2	Она была молода и глупа.
4928586	2	Можете показать другую комнату?
4928593	2	Я пытался всё забыть.
4928740	2	Приготовьтесь к выносу мозга.
4930124	2	Я был там счастлив.
4930799	2	Это странно, но он внезапно исчез.
4930804	2	Я не смогу пойти, как бы мне этого ни хотелось.
4930810	2	Я не знаю, что ты имеешь в виду.
4930811	2	Мне нужно подзарядить свой телефон.
4930816	2	Это самая глубокая точка озера.
4930818	2	Может, Том что-нибудь скажет.
4930821	2	Мэри сама сшила свое свадебное платье.
4930824	2	У Тома нет столько свободного времени, как у меня.
4930830	2	Я уже привык не курить.
4930836	2	Завтра они собираются пожениться.
4930838	2	Я почти никогда не смотрю телевизор.
4930841	2	Я не очень часто смотрю телевизор.
4930842	2	Ты старше Тома?
4930852	2	Ладно, как бы нам сегодня повеселиться?
4930857	2	Эти 3D очки не похожи на любые другие.
4930859	2	Давайте спросим ее, когда она вернется домой.
4930861	2	Какие фильмы ты недавно смотрел?
4930864	2	Ты хотел съесть все это в одиночку?
4930868	2	Мне трудно понимать итальянский, когда речь очень быстрая.
4930873	2	Эта школа предоставляет учебники своим ученикам.
4930875	2	Это видео нереально крутое.
4930878	2	Пожалуйста, поднимите руки, если вам понятно.
4930880	2	Мы уже давно не живем в каменном веке.
4930882	2	Том совсем вырос.
4930886	2	Я бы хотел, чтобы все просто ушли.
4930888	2	Мне понадобится еще немного денег.
4930889	2	Мне понадобится еще немного времени.
4930891	2	Ты думаешь, это скоро случится?
4930893	2	Том понимает, что пошло не так.
4931171	2	Свободу Кавказу!
4931765	2	Как ты думаешь, какой цвет ей больше нравится?
4931842	2	Давайте все поможем Тому.
4932245	2	Люблю наблюдать за реакцией людей, когда я говорю им, кто я такой.
4933443	2	Он толстеет.
4933447	2	Не желай несбыточного.
4933456	2	Всех ждала одна судьба — смерть.
4933459	2	Ожидается сильный мороз.
4933461	2	Вечером ожидаются сильные заморозки.
4933464	2	У большинства голливудских фильмов счастливый конец.
4933470	2	Пусть человек тысячу раз выступит против тысячи врагов, но лишь тогда он станет истинным победителем, когда одержит победу над самим собой.
4933490	2	Танцор из Тома отвратительный.
4933492	2	Ты такой надоедливый!
4933500	2	"""Мона Лиза"" меньше, чем я думал."
4933501	2	У тебя это займет всего минуту.
